phonemes,graphemes
kwinkwenēəl,quinquennial
yäkətə,yacata
felē,felly
äptəmē,optime
jäntsənēz,johnsonese
näktərn,nocturne
misəndərstand,misunderstand
kəntentshəs,contentious
brit,brit
katəlīz,catalyze
pōətīz,poetize
bedləm,bedlam
ambēenz,ambiens
dāfē,defi
parəvāəl,paravail
plu̇rəlīz,pluralize
ritərn,return
kəsōnē,cassone
biblēätiks,bibliotics
spətərē,sputtery
mȯthər,mauther
yäb,yob
stətistik,statistic
gästər,gosther
tȯi,toi
plāfəl,playful
makərəl,mackerel
zīlan,xylan
glis,glis
bədōnē,bodoni
ävəd,ovid
pōldər,polder
kəräbərāt,corroborate
fəlanjə̇st,phalangist
fēȯrətu̇rə,fioritura
padᵊlfish,paddlefish
päməfə̇kāshən,palmification
trantsfȯrmər,transformer
fȯrtrəs,fortress
bakswept,backswept
immezhrəbəl,immeasurable
dräphed,drophead
blümzbərē,bloomsbury
disgȯrj,disgorge
əstau̇nd,astound
fäpərē,foppery
vāglē,vaguely
chəkᵊl,chuckle
hīpərfleks,hyperflex
ərānēəd,araneid
yüfəmīz,euphemize
läts,lots
enäplēän,enoplion
jēnənēmə,genonema
ōidēəm,oidium
tōhōld,toehold
fenē,fenny
tītish,tightish
blakau̇t,blackout
feməsīd,femicide
lābərər,laborer
kaməlȯid,cameloid
ēlēähē,iliahi
kaməmber,camembert
həlk,hulk
äksəpət,occiput
disklōziŋ,disclosing
dīkast,dicast
spərmatəzōän,spermatozoon
swȯrm,swarm
kritikəl,critical
avəset,avocet
erōstatiks,aerostatics
fent,fent
ənblest,unblessed
gənsliŋiŋ,gunslinging
pəlifəgəs,polyphagous
dēnashnəlīz,denationalize
hərpēz,herpes
helmənthäləjē,helminthology
kōlənestərās,cholinesterase
mänterō,montero
īdēəlist,idealist
disadvantājəs,disadvantageous
sōreks,sorex
dütəränəmist,deuteronomist
pinəkȯl,pinacol
əndərprivlijd,underprivileged
shau̇ər,shower
nitē,nitty
fidliŋ,fiddling
perēōdäntiks,periodontics
chəbük,chibouk
rēətān,reattain
bīyirlē,biyearly
sperilīt,sperrylite
kələnerē,culinary
lōmētə,lomita
azhər,azure
bräŋkəs,bronchus
ikspektər,expecter
ənmīələnātəd,unmyelinated
antēəlekträn,antielectron
kwīət,quiet
sīdwȯk,sidewalk
səbtrakt,subtract
bōsän,boson
kandər,candor
mōstlə̇nz,mostlings
aməntᵊl,amental
əŋkəlhu̇d,unclehood
nächō,nacho
kämətətenchən,comitatensian
kirsh,kirsch
antēalkəhȯlizəm,antialcoholism
redpōl,redpoll
fōgäsh,fogas
hōstlə̇s,hostless
andȯrə,andorra
ektəblast,ectoblast
hȯrnstōn,hornstone
müdē,moody
riŋkīt,rinkite
käpēkat,copycat
nlənd,townland
wījēlēə,weigelia
atrəpēn,atropine
chek,czech
grüvē,groovy
dēȯrāt,deaurate
anyəlāshən,annulation
kidskin,kidskin
wu̇ld,wooled
əpisthəkōm,opisthocome
tütē,tutti
impreshənistik,impressionistic
sēbed,seabed
dizīər,desire
tōstädə,tostada
jōkē,jokey
klerənet,clarinet
disēvəbəl,deceivable
lektərə̇t,lectorate
əküzmə,acousma
eskədril,escadrille
prəmōt,promote
inkənklüzəbəl,inconclusible
legətē,legatee
pīləflibītəs,pylephlebitis
eriks,eryx
bīnōmēəl,binomial
pentətämə̇d,pentatomid
inshēth,ensheathe
wülərt,woolert
rafēäləpə̇s,raphiolepis
vərd,verd
käpōtästō,capotasto
niktimənē,nyctimene
hetərästrəfəs,heterostrophous
rashər,rasher
nil,nill
hēlēəlithik,heliolithic
mōnəlīəsəs,moniliasis
sīənōsəs,cyanosis
yu̇rēthrəskōp,urethroscope
hamzə,hamza
vəlütə,valuta
ōtərīədē,otariidae
dīsərəs,diceras
stridᵊl,striddle
risəwə̇d,rissoid
ənprüvəbəl,unprovable
yu̇rētərōstənōsəs,ureterostenosis
jenərāt,generate
grāish,grayish
kriptəbraŋkēə,cryptobranchia
bimōniŋlē,bemoaningly
pälēyu̇rēə,polyuria
zanthāt,xanthate
ōpənmau̇thd,openmouthed
mähəyänə,mahayana
ənämələskōp,anomaloscope
kəvȯrt,cavort
məltēmegətən,multimegaton
yänd,yond
līkənōläjik,lichenologic
vejtəbəl,vegetable
ənətendəd,unattended
prizmətīz,prismatize
ipentthəsəs,epenthesis
süpəl,souple
chiŋkər,chinker
mandāt,mandate
vau̇,vow
trīstimyələs,tristimulus
strikəl,strickle
fōnȯtəgraf,phonautograph
simpfəsəs,symphysis
tālbȯrd,tailboard
pōzər,poser
triplōblastik,triploblastic
riflər,riffler
rīth,rithe
nyüzhshēt,newssheet
pləmiŋ,plumbing
impedətiv,impeditive
swänəmōt,swanimote
ən,un
jȯiənts,joyance
kanikən,cannikin
bru̇mztən,brumstone
anzak,anzac
bōyər,bowyer
sīkləmən,cyclamen
pləsh,plush
nast,nast
nōtərīətē,notoriety
rēaləkāt,reallocate
ərälə,arolla
pākəs,pecos
didüs,deduce
devōtē,devotee
kätᵊnād,cottonade
əndərlāmənt,underlayment
hwīnē,whiny
siŋgyələrīz,singularize
imbatᵊl,embattle
kerətōsēl,keratocele
bīōpik,biopic
granəm,grannam
sədz,suds
təvärish,tovarich
äsəlämətər,oscillometer
injənüətē,ingenuity
zəkätē,zacate
fəsilətāt,facilitate
mänish,monish
fləksiv,fluxive
zərkənȯid,zirconoid
fēkā,fique
trakēspərməs,trachyspermous
kōpäm,copalm
merət,merit
fībrəlerē,fibrillary
kwitlətek,cuitlatec
vaksēn,vaccine
səblesē,sublessee
simpfənīz,symphonize
pōrōs,porose
segrigātər,segregator
su̇pərnᵊl,supernal
blükōt,bluecoat
dīakrənē,diachrony
pāntēnə̇s,paintiness
pōlaks,poleax
ändrich,andrić
əsperəjēn,asparagine
ajətāshən,agitation
ärtirēōsklərōsəs,arteriosclerosis
bu̇lrəsh,bulrush
dētsəīt,dietzeite
redəlē,readily
tāltelər,taleteller
filəmät,philamot
frēbür,fribourg
ōvərlē,overly
mēz,mise
indəvizhən,indivision
bechəlāsēē,betulaceae
prētekstiŋ,pretexting
brāv,brave
gerəntē,guaranty
səlrē,castlery
tämbərelō,tamburello
pēdəmȯrfizəm,paedomorphism
alfärd,alphard
elv,elve
dəp,dup
limyəlȯid,limuloid
fōtəkrōmik,photochromic
əntsənarēə,uncinaria
byütəfī,beautify
rapəd,rapid
häk,hock
krē,cree
ritrakt,retract
kȯrəspändənt,correspondent
hīətōmetrəgraf,hyetometrograph
chōkberē,chokeberry
hau̇skēp,housekeep
kampənerō,campanero
hīdrōjēäləjē,hydrogeology
makərīz,macarize
əndinämənāshnəl,undenominational
rikȯiəl,recoil
dēsentrələzāshən,decentralization
anᵊlz,annals
infərentshəl,inferential
glīsəl,glycyl
fȯrsəbəl,forcible
wāf,waif
mīkrōbīōtə,microbiota
shäpə,schappe
grēt,greet
miskənstrü,misconstrue
hau̇ərdīt,howardite
impau̇nd,impound
brizliŋ,brisling
smōk,smoke
maŋgənāt,manganate
tōpath,towpath
bōrəsīt,boracite
ivakyəwē,evacuee
jenəpap,genipap
rēsȯ,resaw
särkōmə,sarcoma
aljən,algin
irelətiv,irrelative
sambō,sambo
dōlənt,dolent
nēpə,niepa
fyükəs,fucus
jāks,jakes
yüpəmāshēə,eupomatia
nänkəmbatᵊnt,noncombatant
jaktətāshən,jactitation
indenchər,indenture
midbrān,midbrain
əsetələnāshən,acetylenation
kənsərvətər,conservator
kəlash,calash
malənil,malonyl
fasəl,facile
kid,kid
jentᵊlnəs,gentleness
misiv,missive
dīəlīzər,dialyzer
hēlēast,heliast
indir,endear
misdēl,misdeal
shəlät,shallot
fōtəflu̇rəgram,photofluorogram
lēpän,lipan
kərȯnəgraf,keraunograph
sfinjəd,sphingid
distresfəl,distressful
delfənēn,delphinine
rezədentsēə,residencia
əpästətīz,apostatize
prā,prey
wȯshiŋ,washing
lāth,laith
düsəd,deuced
kichən,kitchen
pətēkēə,petechia
sau̇th,south
stichwərt,stitchwort
ambədekstər,ambidexter
käzmäpələs,cosmopolis
ənakləmātəd,unacclimated
kakənāt,cachinnate
raftər,rafter
mīkräglēə,microglia
seklər,szekler
malēəl,malleal
rilēvd,relieved
hīpərtentshən,hypertension
shēōl,sheol
mentȯr,mentor
pitiləs,pitiless
kərnək,curnock
driŋklə̇s,drinkless
plaŋktäləjē,planktology
insōshəbəl,insociable
əjär,ajar
kȯrdwu̇d,cordwood
setər,setter
brindəzē,brindisi
dimyu̇r,demure
jēäfələs,geophilous
metətärsəs,metatarsus
stäkist,stockist
rifȯrmər,reformer
lōnlē,lonely
särkōmətȯid,sarcomatoid
rēdē,reedy
tīnē,tiny
chärkōl,charcoal
pərüzəbəl,perusable
tābəlspün,tablespoon
simpəlmīndəd,simpleminded
ənkōmd,uncombed
tä,ta
trə̇käjənəs,trichogenous
revənüər,revenuer
au̇ərglas,hourglass
fyüm,fume
dīəmēn,diamine
chäpstik,chopstick
grēb,grebe
dredfəl,dreadful
yükās,ukase
smak,smack
fēnəkān,phenacaine
hīdrəpäniks,hydroponics
tärdəmentē,tardamente
kəbüs,caboose
limfȯid,lymphoid
käkəzelē,cocozelle
jətä,jatha
mōtiv,motive
ənambishəs,unambitious
swərlē,swirly
merəmak,merrimack
välkənäləjē,volcanology
kämprihentsəbəl,comprehensible
lamənāt,laminate
mädərət,moderate
nēdmənt,needment
stōə,stoa
batᵊn,batten
abərijnəl,aboriginal
səfistəkāt,sophisticate
nāzəlizəm,nasalism
ȯrēentəlizəm,orientalism
gīdēaŋ,gaydiang
fetishizəm,fetishism
thərməfilik,thermophilic
hapən,happen
läbē,lobby
sägē,soggy
kaslə̇t,castlet
liŋgəm,lingam
penlīt,penlight
lōish,lowish
trəsᵊn,trusten
əspīər,aspire
hēməsēl,hemocoel
vōtᵊl,votal
hīv,hive
mīətōm,myotome
ləv,love
ənyüḵ,aneuch
pändərōsə,ponderosapine
lēchē,leachy
bäu̇tə,bautta
imyənōjənetiks,immunogenetics
divōt,devote
aləmōnē,alimony
ragpikər,ragpicker
hīgrōmə,hygroma
shōnfelzīt,schönfelsite
brə̇st,octobrist
stərnōthīrȯid,sternothyroid
kärthij,carthage
hīdəthōd,hydathode
epəleptik,epileptic
hwȯrəl,whorl
lejəslātər,legislator
kälənz,collins
katsənjamər,katzenjammer
hərdik,herdic
infinətesəməl,infinitesimal
skrēv,scrieve
nəkräləjē,necrology
yu̇nīt,unite
wīnd,wynd
thīaldēn,thialdine
retəchelə,reticella
närkəlepsē,narcolepsy
məndəpə,mandapa
təlaarēə,talaria
senigȯl,senegal
jenē,jenny
splīn,spline
zīläfəgə,xylophaga
jentᵊlfōk,gentlefolk
pīēmēə,pyemia
äləgärk,oligarch
ripent,repent
nyüräpədəs,neuropodous
lȯrentsēə,laurencia
skaləm,scallom
səplī,supply
bräkət,brocket
anyel,agnel
tempeschəwəs,tempestuous
pəkōsᵊn,pocosin
tu̇ābȯr,tuebor
tīgrəs,tigress
təbəl,tubbal
nistətən,nystatin
tsipəīt,zippeite
sānthu̇d,sainthood
aŋstrəm,angstrom
spāthəflōrē,spathiflorae
grānjərizəm,grangerism
kāswərk,casework
pu̇lärd,poularde
nȯrsmən,norseman
mətrikyəlāshən,matriculation
grau̇ndwərd,groundward
kwädrəpōl,quadrupole
mistrantskrīb,mistranscribe
tizə̇kē,phthisicky
kərabədē,carabidae
käbənətāshən,carbonatation
bildər,builder
ōvərəplant,overplant
kampilədrōm,campylodrome
üdē,udi
spīəl,spial
kändrästēən,chondrostean
rə̇sipēənts,recipience
ästrəkōdə,ostracoda
äfēäbələs,ophiobolus
waksən,waxen
marəkə̇n,maroquin
entərän,enteron
lünaarēə,lunaria
impikyünyəs,impecunious
ästrəsīz,ostracize
nātiv,native
plȯdətōrē,plauditory
histərizəm,historism
tə̇tōkē,titoki
kōchäl,cochal
häkshäp,hockshop
tənhä,tanha
trībzpēpəl,tribespeople
tāpmən,tapeman
snəbish,snubbish
fir,fere
shənt,shunt
ənbətᵊn,unbutton
vətisənāshən,vaticination
brēz,breeze
kəmend,commend
skrip,scrip
sōk,soak
thēədē,theody
vaskyələm,vasculum
yäwizəm,yahwism
fläsə,flossa
tanyärd,tanyard
kȯrnflau̇ər,cornflower
eksklōzhər,exclosure
həb,hub
jatrəfə,jatropha
kathətərəzāshən,catheterization
ragē,raggy
nänȯrkestrəl,nonorchestral
blərē,blurry
hit,hit
paarəntālēə,parentalia
infərnō,inferno
swil,swill
pälēprōpəlēn,polypropylene
fragmidēəm,phragmidium
kləbfu̇t,clubfoot
nigəl,niggle
kindliŋ,kindling
amədēn,amidine
nȯər,knaur
dərmītəs,dermitis
akrəmətisətē,achromaticity
nȯzhēāt,nauseate
spitstik,spitstick
bəgēmən,buggyman
riŋkənelə,rhynchonella
gəbōnē,gobony
fīərprüfiŋ,fireproofing
hagēəskōp,hagioscope
jambər,jamber
də̇lān,delaine
igrān,igraine
yärk,yark
henbān,henbane
əsend,ascend
amənāt,ammonate
sālyənts,salience
shu̇gərberē,sugarberry
deməgäg,demagogue
milkər,milcher
pastē,pasty
sərfət,surfeit
häbē,hobby
asgärd,asgard
intərvəl,interval
rēəlīz,realize
pasəfīər,pacifier
herstīəl,hairstyle
bəməlō,bummalo
spōrəgōnēəm,sporogonium
siklüd,seclude
zünē,zuni
wämərə,wommera
kənvēnyənt,convenient
bīänt,biont
nītrōprəsīd,nitroprusside
pau̇dər,powder
dispentsər,dispenser
kəmplān,complain
kyu̇rəsō,curaçao
shepərd,shepherd
bənch,bunch
rigān,regain
zästərāsēē,zosteraceae
sichəwət,situate
zirəsiər,xerosere
silvərn,silvern
trēt,treat
wȯrməŋgər,warmonger
glüməflōrē,glumiflorae
inəvənt,innovant
lāz,lase
anəjīrə̇s,anagyris
spachələ,spatula
pəristəlith,peristalith
bikwest,bequest
fāl,fail
rēagrigāt,reaggregate
thəndərklap,thunderclap
dēfōlēənt,defoliant
äkyəlīnə,oculina
ənmīnd,unmined
ləpläsēən,laplacian
bīpas,bypass
wȯkōvər,walkover
brēv,breve
kazbä,casbah
ipistəməläjikəl,epistemological
nōshənᵊlə̇st,notionalist
ripəls,repulse
dyütərīd,deuteride
kitᵊl,kittle
ēthərīz,etherize
fu̇rbərē,fourberie
ə̇nviskāt,inviscate
brämz,brahms
ənsərprīziŋ,unsurprising
thōməsə̇d,thomisid
bōbō,bobo
kənerē,canary
ə̇klēzēə,ecclesia
wend,wend
nestər,nester
ärtēnīt,artinite
dȯsōnēə,dawsonia
və̇mänə,vimana
antthrəpəsentrik,anthropocentric
fōbu̇r,faubourg
pandikyəlāshən,pandiculation
ärtirēəl,arterial
əfilēāshən,affiliation
flanᵊl,flannel
fȯrnisəfȯrm,forniciform
ənwerəbəl,unwearable
bätlän,batlan
ärmijər,armiger
baŋtāl,bangtail
pipəl,pipple
sachərənt,saturant
pərtərbiŋ,perturbing
dau̇nsīd,downside
prīmishēē,primitiae
skāpōs,scapose
fōvēə,fovea
kranəg,crannog
gerəth,gareth
stīpendlə̇s,stipendless
kəmshȯ,cumshaw
yips,yips
flaməbilətē,flammability
ənməlishəs,unmalicious
velkrō,velcro
pə̇tēkə,peteca
smüthbȯr,smoothbore
ōjē,ogee
rifraktiv,refractive
heləspäntᵊn,hellespontine
tremē,tremie
greks,grex
gelatind,gelatined
blaŋkət,blanket
və̇trīə̇st,vitraillist
hīdrānjə,hydrangea
pithik,pythic
nänkabnit,noncabinet
jakēn,jackeen
aspərjə̇lāsēē,aspergillaceae
rest,wrest
ənkənfȯrmətē,unconformity
absintthən,absinthin
bärfit,barefit
vēlē,vealy
rēimərs,reimmerse
üzəl,ouzel
səbmis,submiss
äfthalmətrōp,ophthalmotrope
ə̇spriŋəl,espringal
əmantədēn,amantadine
alȯi,alloy
ferōmagnēzhən,ferromagnesian
vechliŋ,vetchling
līənēshēə,lyonetia
lēətärd,leotard
əprōprēət,appropriate
vitəsētəm,viticetum
injȯi,enjoy
məhō,mahoe
efthəlīt,ephthalite
ōvərpərswād,overpersuade
sirāt,cirrate
müth,mooth
matərē,mattery
rübēōlə,rubeola
gȯk,gawk
serətərīn,ceratorhine
sikəfantik,sycophantic
fyüzāt,fusate
vizhələ̇st,visualist
kəläm,kalam
ālētist,elitist
gaŋgəmäptərə̇s,gangamopteris
trālsīd,trailside
sālfish,sailfish
bau̇bab,baobab
ju̇k,jook
mītēnəs,maytenus
krȯizə̇z,croises
kətästəməs,catostomus
spə̇sifəsīz,specificize
sēpēəlīt,sepiolite
kristələgrafik,crystallographic
bəlēv,believe
hwu̇pē,whoopee
süpē,soupy
kȯdeks,caudex
dīmər,dimer
stōnz,stones
ləpyütᵊn,laputan
kyümədēn,cumidine
wintsəm,winsome
kärə̇gəm,korrigum
mīələnāshən,myelination
trəst,trust
ripər,ripper
strətēgəs,strategus
kəpräfəgəs,coprophagous
zhänrə,genre
käkōmīsēz,coccomyces
krēsärd,chresard
fast,fast
ənīəlātər,annihilator
magnēshə,magnesia
fu̇lärd,foulard
märkē,marquee
ristȯr,restore
ənrēkənstrəktəd,unreconstructed
səpəzishən,supposition
färsēiŋ,farseeing
bilēgər,beleaguer
eksprōprēāshən,expropriation
slȯthfəl,slothful
näninishəl,noninitial
bīvālənsē,bivalency
tilək,tilak
trōəlīt,troilite
shāmfəl,shameful
prezbətər,presbyter
disīdəd,decided
hīpästətīz,hypostatize
jüsər,juicer
ənȯiyə,anoia
krədᵊl,crudle
grāt,grate
manfəl,manful
mēhā,mixe
äzməndə,osmunda
chāmbərmād,chambermaid
hetərə̇zāshən,heterization
kazhüist,casuist
dīaktinik,diactinic
mənäspərəs,monosporous
büməraŋ,boomerang
strigəvīt,strigovite
bīliŋgwəl,bilingual
misklasəfī,misclassify
perəpətetik,peripatetic
dispərzhən,dispersion
derēen,darién
kyütəs,cutis
pərsēvd,perceived
indevər,endeavor
irwərm,earworm
ter,tear
skwinəsi,squinacy
ēventrāshən,eventration
imətirēəl,immaterial
səmərlēnə̇s,summerliness
hwīalsowī,whyfor
gərdᵊlər,girdler
mäs,maes
kägəl,coggle
rerəfīd,rarefied
japənäləjə̇st,japanologist
sēl,seel
rizüm,resume
tu̇r,tour
ärkēälətrē,archaeolatry
rȯriŋ,roaring
dikshən,diction
periwig,periwig
chīm,chime
gābəl,gable
septendisilyən,septendecillion
dētᵊl,dital
imōshnəlizəm,emotionalism
əbrəpt,abrupt
antēgambəliŋ,antigambling
aktənīd,actinide
āzēätrəpizəm,azeotropism
biblə̇s,byblis
ōpəskyələm,opusculum
mȯistfəl,moistful
pirənämətər,pyranometer
kärnəfeks,carnifex
bīənisədēn,bianisidine
kȯrnəfī,cornify
splēnaljēə,splenalgia
sentenərē,centenary
krēətēn,creatine
nap,nap
ābəlmäsk,abelmosk
pignərātiv,pignorative
ȯrthäptərə,orthoptera
retrōsēd,retrocede
əligənüklēətīd,oligonucleotide
imətənsē,imitancy
chekbīt,checkbite
letərspāsiŋ,letterspacing
gēt,geet
sfigməgraf,sphygmograph
ȯləkämnēəm,aulacomnium
tēəd,teiid
inhyüm,inhume
nyu̇rōglanjələr,neuroglandular
bid,bid
yōjən,yojan
terətäləjē,teratology
ȯrdərlēnəs,orderliness
süpərpōz,superpose
dindᵊl,dindle
baləst,ballast
elshōltsēə,elsholtzia
fȯrhandəd,fourhanded
gablək,gablock
əsinəfȯrm,aciniform
səränō,serrano
ȯilər,euler
shȯrt,short
tərēbrənt,terebrant
agəlēnə,agalena
tegmentəm,tegmentum
härp,harp
əndilivərd,undelivered
festəvəlgōər,festivalgoer
ənän,anon
welədvīzd,welladvised
bərəztün,burrowtown
katəlepsē,catalepsy
nəmskəl,numbskull
mirədȯr,mirador
shə̇rēfēən,sherifian
anhīdrīd,anhydride
ampir,ampere
sēfrənt,seafront
spəŋkē,spunkie
kētōn,ketone
perəliŋgwistiks,paralinguistics
trōkē,trochee
briŋ,bring
shastəkȯstə,chastacosta
kəntamənāshən,contamination
rütəniər,routineer
fakchəwəl,factual
jerəmīəd,jeremiad
stilbȯrn,stillborn
antthəsīənən,anthocyanin
stəmə̇kfəl,stomachful
bīäntik,biontic
imbraŋgəl,embrangle
prīm,prime
sīənə̇dāshən,cyanidation
pastərət,pastorate
bītrōkənterik,bitrochanteric
misthrō,misthrow
brādə̇telē,bradytely
fritəlerē,fritillary
ampfipäd,amphipod
əprest,oppressed
chōkē,choky
kämpōtātər,compotator
prōserətē,procerity
pōtəmātō,potomato
rifraktər,refractor
miŋks,minx
grendᵊl,grendel
grēkliŋ,greekling
ənəprōchəbəl,unapproachable
graməfōn,gramophone
mōrinjēə,moehringia
inkəlpāt,inculpate
ben,ben
lȯndər,launder
katəkyümən,catechumen
chȧmər,chalmer
kälkəs,colchis
əphēv,upheave
tōərd,toward
aksədē,accidie
infərnᵊl,infernal
rēlȯnch,relaunch
gəlaksēəs,galaxias
ənlād,unlade
maksə̇mə̇st,maximist
rōtē,roti
jāpiks,japyx
fu̇ltīm,fulltime
zōətaksē,zootaxy
bətᵊn,button
prōplu̇rəl,propleural
sə̇zān,sixain
imyənōəlektrəfərēsəs,immunoelectrophoresis
ənisədēn,anisidine
faskələmīədē,phascolomyidae
vēgən,vegan
säləderətē,solidarity
shənēl,chenille
paŋkrēōzīmən,pancreozymin
lükəsīdᵊn,leucocidin
idēägrəfē,ideography
tärj,targe
rütəbāgə,rutabaga
bülē,booly
dikənz,dickens
zə̇brīnə,zebrina
amnestik,amnestic
platəresk,plateresque
kənvərtər,converter
spōkan,spokane
valvyül,valvule
pastərəl,pastoral
pēnəlt,penult
ənprənau̇ntst,unpronounced
hedmastər,headmaster
nänəlektrəlīt,nonelectrolyte
rekəmpents,recompense
ōvərfəmilyər,overfamiliar
mēlē,mealy
rizistiv,resistive
slā,slae
laktərē,lactary
kərinyələ,carinula
zantthəkrōik,xanthochroic
impərmnəntsē,impermanency
zōaarēəm,zoarium
āmətabəlizəm,ametabolism
rämbȯid,rhomboid
ansilə,ancilla
simpləsīt,symplesite
mau̇thpēs,mouthpiece
sənrīz,sunrise
teträksəlāt,tetroxalate
mīkə,micah
stān,stain
shī,shy
perəmiskəs,peromyscus
pəŋktilēəs,punctilious
sərmə,syrma
pripändərənt,preponderant
detᵊnātər,detonator
krēdō,credo
linsēd,linseed
byütəfīiŋ,beautifying
kwȯrtō,quarto
veksāshən,vexation
nīn,nine
saməsiər,psammosere
regləmentərē,reglementary
temp,temp
intestənᵊl,intestinal
fȯrbōd,forebode
shimē,shimmy
pärdᵊlōt,pardalote
nektərē,nectary
baksȯrd,backsword
rikəvərē,recovery
səlemnətē,solemnity
bihēməth,behemoth
esiks,essex
gärbäləjē,garbology
fizēatrist,physiatrist
rēfīt,refight
rēfēdiŋ,refeeding
näntrētmənt,nontreatment
ənklir,unclear
femərəl,femoral
bembeks,bembex
prīəpyüsēən,priapusian
perədē,parody
sfigmämətər,sphygmometer
büt,bhut
kalkyəlātəd,calculated
käktə̇l,coctile
ikinyələt,echinulate
